20000718	-128	133
19890204	-100	-133
19890203	-94	-139
19500131	-89	-278
19901223	-83	-144
19831224	-78	-128
19901221	-78	-161
19901222	-78	-156
19570202	-67	-11
19641217	-67	-139
19641218	-67	-111
19790101	-67	-183
19831223	-67	-133
20040106	-67	-111
19981221	-61	-100
19831222	-56	-122
19831225	-56	-106
19500203	-50	-244
19570127	-50	-150
19681230	-50	-133
20140207	-50	-78
19500130	-44	-156
19721207	-44	-156
19781231	-44	-122
19851201	-44	-67
19901230	-44	-117
20081222	-44	-50
19500118	-39	-111
19500202	-39	-261
19551116	-39	-72
19721208	-39	-200
19790102	-39	-150
19851130	-39	-83
19851202	-39	-72
19901225	-39	-106
19981220	-39	-89
20131209	-39	-117
19500117	-33	-144
19500125	-33	-156
19500129	-33	-117
19551115	-33	-139
19551117	-33	-61
19570125	-33	-94
19590104	-33	-100
19720127	-33	-78
19721206	-33	-72
19721209	-33	-172
19831226	-33	-44
19851125	-33	-111
19960204	-33	-111
19981223	-33	-133
20131210	-33	-39
19500103	-28	-150
19500201	-28	-172
19620120	-28	-78
19690125	-28	-94
19721211	-28	-156
19790103	-28	-83
19790202	-28	-139
19800129	-28	-128
19851128	-28	-67
19890205	-28	-150
19901224	-28	-150
19930107	-28	-67
19960131	-28	-94
20081216	-28	-122
19520103	-22	-94
19551114	-22	-111
19560216	-22	-89
19690126	-22	-67
19721213	-22	-178
19781230	-22	-100
19820107	-22	-122
19831221	-22	-94
19901220	-22	-111
20000424	-22	111
20070114	-22	-83
20130113	-22	-50
20131207	-22	-133
20131208	-22	-133
20140208	-22	-50
19500102	-17	-83
19570126	-17	-150
19600119	-17	-39
19630129	-17	-50
19641219	-17	-72
19651220	-17	-56
19681231	-17	-133
19721205	-17	-67
19820108	-17	-89
19820110	-17	-50
19851129	-17	-67
19921206	-17	-28
19960202	-17	-106
20040107	-17	-117
20081223	-17	-50
20081224	-17	-28
20101124	-17	-100
19551113	-11	-50
19570129	-11	-122
19570130	-11	-111
19590103	-11	-83
19590105	-11	-72
19600110	-11	-39
19630111	-11	-111
19630130	-11	-56
19721210	-11	-183
19730108	-11	-61
19790108	-11	-33
19800127	-11	-72
19800128	-11	-122
19851124	-11	-144
19970127	-11	-61
19980112	-11	-39
19981222	-11	-128
20040105	-11	-61
20050115	-11	-17
20061219	-11	-28
20061220	-11	-17
20091208	-11	-106
20111211	-11	-11
20130114	-11	-33
20140206	-11	-61
19500104	-6	-89
19500128	-6	-89
19540120	-6	-150
19551112	-6	-72
19560131	-6	-156
19560201	-6	-167
19561207	-6	-83
19561226	-6	-33
19561227	-6	-33
19570124	-6	-89
19730107	-6	-78
19740105	-6	-56
19781220	-6	-22
19790104	-6	-61
19790105	-6	-56
19790201	-6	-128
19800130	-6	-122
19830101	-6	-44
19841221	-6	-67
19901226	-6	-39
19901229	-6	-117
19930109	-6	-83
19931125	-6	-106
20070117	-6	-33
20081221	-6	-67
20091210	-6	-128
20101125	-6	-28
20111207	-6	-22
20131206	-6	-50
20140209	-6	-22
19510131	0	-56
19520101	0	-89
19520104	0	-39
19560127	0	-106
19560202	0	-156
19560215	0	-61
19570119	0	-44
19600303	0	-50
19620121	0	-139
19630112	0	-122
19630113	0	-100
19680129	0	-33
19690128	0	-56
19721212	0	-72
19730109	0	-50
19740109	0	-139
19780103	0	-28
19781219	0	-28
19790109	0	-39
19800108	0	-28
19800131	0	-89
19800201	0	-33
19830102	0	-17
19841220	0	-100
19850131	0	-44
19851123	0	-78
19871220	0	-11
19871228	0	-11
19891218	0	-22
19910107	0	-28
19930111	0	-133
19931126	0	-89
19941025	0	0
19951209	0	-33
19960203	0	-139
20051219	0	-22
20080127	0	-6
20081217	0	-83
20091209	0	-133
20130115	0	-11
20131211	0	-61
19500119	6	-61
19510129	6	-106
19510201	6	-39
19540117	6	-39
19561206	6	-67
19570106	6	-50
19570118	6	-89
19570120	6	-50
19570222	6	-17
19611211	6	-78
19620119	6	-56
19651221	6	-22
19651222	6	-56
19671220	6	-94
19680128	6	-56
19690124	6	-94
19690129	6	-122
19710112	6	-17
19721215	6	-78
19740106	6	-117
19740110	6	-100
19740111	6	-106
19761220	6	-33
19781120	6	-17
19790127	6	-28
19790130	6	-122
19790131	6	-133
19800109	6	-11
19831227	6	-17
19831229	6	-56
19831230	6	-11
19850203	6	-56
19871214	6	-6
19930112	6	-78
19941119	6	-33
19950214	6	-111
19960201	6	-117
19960205	6	-22
19981219	6	-44
20021201	6	-44
20070118	6	-6
20070126	6	-22
20091224	6	-28
20101231	6	-61
20131213	6	6
20131228	6	-17
20140210	6	-6
19500114	11	-133
19500116	11	-67
19510305	11	-44
19511226	11	-17
19520102	11	-89
19551215	11	-17
19560204	11	-67
19561205	11	-6
19570121	11	-100
19570128	11	-150
19630131	11	-28
19651218	11	-39
19651223	11	0
19681221	11	-39
19690123	11	-67
19701123	11	-33
19710106	11	-44
19710113	11	-33
19720128	11	-111
19740104	11	-61
19740107	11	-128
19740108	11	-117
19740112	11	-44
19760125	11	-33
19770110	11	-17
19790106	11	-144
19790107	11	-89
